no,date,time,water_temp,water_do,water_ph,water_orp,tank_lux,water_nh3,water_no2-,feed_type,feed_frequency,feed_cap,photoperiod,maturation_period,body_length,migguri_posture,body_weight,gonads_weight,gsi
29,20230911,153210,25.8,3.2,4.9,311.7,529,0.14,0.02,F,3,40,0,122,9.493,1,4.504,0.118,2.62
30,20230911,160320,25.8,3.1,4.9,311.7,516,0.14,0.02,F,3,40,0,122,9.493,1,4.504,0.118,2.62
31,20230911,164010,25.7,3.2,4.9,311.3,349,0.14,0.02,F,3,40,0,122,9.493,1,4.504,0.118,2.62
32,20230912,90133,25.3,3.6,5.0,315.4,312,0.11,0.01,F,3,40,0,123,9.5,2,4.04,0.1,2.475
33,20230912,93615,25.4,3.3,5.0,315.1,356,0.11,0.01,F,3,40,0,123,9.5,1,4.04,0.1,2.475
34,20230912,101000,25.4,3.2,5.0,314.1,349,0.12,0.01,F,3,40,0,123,9.5,2,4.04,0.1,2.475
35,20230912,104203,25.3,3.3,5.0,312.6,282,0.12,0.01,F,3,40,0,123,9.5,2,4.04,0.1,2.475
36,20230912,110931,25.8,3.4,5.0,312.2,288,0.12,0.01,F,3,40,0,123,9.5,2,4.04,0.1,2.475
37,20230912,113836,25.8,3.3,5.0,311.0,296,0.13,0.01,F,3,40,0,123,9.5,2,4.04,0.1,2.475
38,20230912,120839,25.9,3.3,5.0,310.9,271,0.13,0.01,F,3,40,0,123,9.5,2,4.04,0.1,2.475
39,20230912,124405,25.0,3.4,5.0,312.3,282,0.13,0.01,F,3,40,0,123,9.5,1,4.04,0.1,2.475
40,20230912,131012,25.1,3.4,4.9,312.4,322,0.13,0.01,F,3,40,0,123,9.5,2,4.04,0.1,2.475
41,20230912,133959,25.1,3.2,4.9,312.2,331,0.13,0.02,F,3,40,0,123,9.5,2,4.04,0.1,2.475
42,20230912,140936,25.0,3.3,4.9,311.5,482,0.13,0.02,F,3,40,0,123,9.5,2,4.04,0.1,2.475
43,20230912,143756,25.5,3.3,4.9,311.6,476,0.14,0.02,F,3,40,0,123,9.5,2,4.04,0.1,2.475
44,20230912,150559,25.5,3.5,4.9,311.0,494,0.14,0.02,F,3,40,0,123,9.5,2,4.04,0.1,2.475
45,20230912,153756,25.6,3.2,4.9,311.7,529,0.14,0.02,F,3,40,0,123,9.5,2,4.04,0.1,2.475
46,20230912,160807,25.6,3.1,4.9,311.7,516,0.14,0.02,F,3,40,0,123,9.5,2,4.04,0.1,2.475
47,20230912,163405,25.5,3.2,4.9,311.3,349,0.14,0.02,F,3,40,0,123,9.5,2,4.04,0.1,2.475
48,20230913,91311,25.5,3.3,5.0,312.4,349,0.1,0.1,F,3,40,0,124,10.0,1,5.712,0.072,1.261
49,20230913,93454,25.4,3.3,5.0,315.1,356,0.1,0.1,F,3,40,0,124,10.0,1,5.712,0.072,1.261
50,20230913,101454,25.4,3.2,5.0,314.1,349,0.1,0.1,F,3,40,0,124,10.0,1,5.712,0.072,1.261
51,20230913,103634,25.3,3.3,5.0,312.6,282,0.1,0.1,F,3,40,0,124,10.0,1,5.712,0.072,1.261
52,20230913,110433,25.0,3.4,5.0,312.2,288,0.1,0.1,F,3,40,0,124,10.0,1,5.712,0.072,1.261
53,20230913,114023,25.1,3.3,5.0,311.0,296,0.1,0.1,F,3,40,0,124,10.0,1,5.712,0.072,1.261
54,20230913,121318,24.9,3.3,5.0,310.9,271,0.1,0.1,F,3,40,0,124,10.0,1,5.712,0.072,1.261
55,20230913,124435,25.0,3.4,5.0,312.3,282,0.1,0.1,F,3,40,0,124,10.0,1,5.712,0.072,1.261
56,20230913,131428,25.1,3.4,4.9,312.4,322,0.1,0.1,F,3,40,0,124,10.0,2,5.712,0.072,1.261
57,20230913,134105,25.1,3.2,4.9,312.2,331,0.1,0.1,F,3,40,0,124,10.0,1,5.712,0.072,1.261
58,20230913,141311,25.0,3.3,4.9,311.5,482,0.1,0.1,F,3,40,0,124,10.0,1,5.712,0.072,1.261
59,20230913,143445,25.5,3.3,4.9,311.6,476,0.1,0.1,F,3,40,0,124,10.0,1,5.712,0.072,1.261
60,20230913,150616,25.5,3.5,4.9,311.0,288,0.1,0.1,F,3,40,0,124,10.0,1,5.712,0.072,1.261
61,20230913,153748,25.0,3.2,4.9,311.7,529,0.1,0.1,F,3,40,0,124,10.0,2,5.712,0.072,1.261
62,20230913,160829,25.1,3.1,4.9,311.7,516,0.1,0.1,F,3,40,0,124,10.0,1,5.712,0.072,1.261
63,20230913,163758,25.0,3.4,4.9,311.5,331,0.1,0.1,F,3,40,0,124,10.0,1,5.712,0.072,1.261
64,20230914,90431,24.8,4.6,5.8,245.0,296,0.1,0.1,F,3,40,0,125,11.0,2,9.832,0.101,1.027
65,20230914,94228,24.5,4.6,6.2,248.0,303,0.1,0.1,F,3,40,0,125,11.0,1,9.832,0.101,1.027
66,20230914,100927,25.0,3.9,5.7,247.0,296,0.1,0.1,F,3,40,0,125,11.0,1,9.832,0.101,1.027
67,20230914,103623,28.4,4.6,6.6,234.0,286,0.1,0.1,F,3,40,0,125,11.0,2,9.832,0.101,1.027
68,20230914,110047,24.2,4.5,6.1,245.0,279,0.1,0.1,F,3,40,0,125,11.0,2,9.832,0.101,1.027
69,20230914,113126,24.3,4.6,6.3,221.0,312,0.1,0.1,F,3,40,0,125,11.0,1,9.832,0.101,1.027
70,20230914,121323,24.1,4.9,5.8,243.0,294,0.1,0.1,F,3,40,0,125,11.0,2,9.832,0.101,1.027
71,20230914,123715,24.6,4.7,5.7,245.0,330,0.1,0.1,F,3,40,0,125,11.0,2,9.832,0.101,1.027
72,20230914,130947,24.8,4.6,6.2,246.0,289,0.1,0.1,F,3,40,0,125,11.0,2,9.832,0.101,1.027
73,20230914,133641,24.3,4.5,6.5,245.0,278,0.1,0.1,F,3,40,0,125,11.0,2,9.832,0.101,1.027
74,20230914,141041,25.0,4.7,6.3,235.0,273,0.1,0.1,F,3,40,0,125,11.0,1,9.832,0.101,1.027
75,20230914,143557,24.7,4.6,6.5,244.0,328,0.1,0.1,F,3,40,0,125,11.0,1,9.832,0.101,1.027
76,20230914,150905,24.7,5.0,5.9,224.0,316,0.1,0.1,F,3,40,0,125,11.0,1,9.832,0.101,1.027
77,20230914,153514,24.9,4.5,5.6,237.0,328,0.1,0.1,F,3,40,0,125,11.0,1,9.832,0.101,1.027
78,20230914,161416,24.3,4.6,5.7,248.0,294,0.1,0.1,F,3,40,0,125,11.0,2,9.832,0.101,1.027
79,20230914,164355,24.2,4.7,5.6,244.0,278,0.1,0.1,F,3,40,0,125,11.0,2,9.832,0.101,1.027
80,20230915,90532,24.7,3.9,5.3,225.0,308,0.1,0.1,F,3,40,0,126,8.5,2,5.329,0.21,3.941
81,20230915,93757,25.0,3.9,5.7,228.0,315,0.1,0.1,F,3,40,0,126,8.5,2,5.329,0.21,3.941
82,20230915,101136,24.9,3.2,5.2,227.0,308,0.1,0.1,F,3,40,0,126,8.5,1,5.329,0.21,3.941
83,20230915,103342,25.1,3.9,6.1,214.0,298,0.1,0.1,F,3,40,0,126,8.5,2,5.329,0.21,3.941
84,20230915,111426,25.1,3.8,5.6,225.0,307,0.1,0.1,F,3,40,0,126,8.5,1,5.329,0.21,3.941
85,20230915,113200,24.8,3.9,5.8,201.0,324,0.1,0.1,F,3,40,0,126,8.5,2,5.329,0.21,3.941
86,20230915,120348,25.0,4.2,5.3,223.0,306,0.1,0.1,F,3,40,0,126,8.5,2,5.329,0.21,3.941
87,20230915,123507,24.8,4.0,5.2,225.0,342,0.1,0.1,F,3,40,0,126,8.5,1,5.329,0.21,3.941
88,20230915,130507,24.7,3.9,5.7,226.0,301,0.1,0.1,F,3,40,0,126,8.5,2,5.329,0.21,3.941
89,20230915,133230,24.7,3.8,6.0,225.0,324,0.1,0.1,F,3,40,0,126,8.5,2,5.329,0.21,3.941
90,20230915,141208,24.9,4.0,5.8,215.0,306,0.1,0.1,F,3,40,0,126,8.5,1,5.329,0.21,3.941
91,20230915,144339,24.9,3.9,6.0,224.0,340,0.1,0.1,F,3,40,0,126,8.5,1,5.329,0.21,3.941
92,20230915,150816,24.7,4.3,5.4,204.0,328,0.1,0.1,F,3,40,0,126,8.5,1,5.329,0.21,3.941
93,20230915,153246,25.0,3.8,5.1,217.0,340,0.1,0.1,F,3,40,0,126,8.5,2,5.329,0.21,3.941
94,20230915,160459,25.1,3.9,5.2,228.0,306,0.1,0.1,F,3,40,0,126,8.5,2,5.329,0.21,3.941
95,20230915,164059,24.9,4.0,5.1,224.0,290,0.1,0.1,F,3,40,0,126,8.5,2,5.329,0.21,3.941
96,20230916,90119,25.4,4.2,5.4,212.0,287,0.11,0.01,F,3,40,0,127,8.756,2,6.728,0.079,1.174
97,20230916,93808,25.4,3.9,5.4,212.0,311,0.11,0.01,F,3,40,0,127,8.756,2,6.728,0.079,1.174
98,20230916,101353,25.5,3.8,5.1,211.0,290,0.12,0.01,F,3,40,0,127,8.756,2,6.728,0.079,1.174
99,20230916,103606,25.5,3.9,4.9,209.0,312,0.12,0.01,F,3,40,0,127,8.756,2,6.728,0.079,1.174
100,20230916,111527,25.4,4.0,4.9,209.0,319,0.12,0.01,F,3,40,0,127,8.756,2,6.728,0.079,1.174
101,20230916,114335,25.4,3.9,5.1,208.0,294,0.13,0.01,F,3,40,0,127,8.756,2,6.728,0.079,1.174
102,20230916,120735,25.5,3.9,5.4,211.0,296,0.13,0.01,F,3,40,0,127,8.756,1,6.728,0.079,1.174
103,20230916,123251,25.5,4.0,5.4,209.0,387,0.13,0.01,F,3,40,0,127,8.756,1,6.728,0.079,1.174
104,20230916,130402,25.4,4.2,5.0,213.0,273,0.13,0.01,F,3,40,0,127,8.756,1,6.728,0.079,1.174
105,20230916,134559,25.4,3.8,5.3,209.0,301,0.13,0.02,F,3,40,0,127,8.756,1,6.728,0.079,1.174
106,20230916,140214,25.4,3.9,5.1,215.0,314,0.13,0.02,F,3,40,0,127,8.756,2,6.728,0.079,1.174
107,20230916,143654,25.5,3.9,5.3,208.0,319,0.14,0.02,F,3,40,0,127,8.756,2,6.728,0.079,1.174
108,20230916,151403,25.5,4.1,5.1,220.0,289,0.14,0.02,F,3,40,0,127,8.756,2,6.728,0.079,1.174
109,20230916,154008,25.4,3.8,5.3,208.0,302,0.14,0.02,F,3,40,0,127,8.756,2,6.728,0.079,1.174
110,20230916,160611,25.4,3.9,5.3,211.0,314,0.14,0.02,F,3,40,0,127,8.756,2,6.728,0.079,1.174
111,20230916,163139,25.3,4.1,5.3,208.0,304,0.14,0.02,F,3,40,0,127,8.756,2,6.728,0.079,1.174
112,20230917,91258,25.2,4.1,5.5,215.0,307,0.11,0.01,F,3,40,0,128,10.277,1,2.6573,0.0291,1.095
113,20230917,93058,25.2,3.8,5.5,215.0,331,0.11,0.01,F,3,40,0,128,10.277,1,2.6573,0.0291,1.095
114,20230917,100056,25.3,3.7,5.2,214.0,310,0.12,0.01,F,3,40,0,128,10.277,2,2.6573,0.0291,1.095
115,20230917,103736,25.3,3.8,5.0,212.0,332,0.12,0.01,F,3,40,0,128,10.277,1,2.6573,0.0291,1.095
116,20230917,110552,25.2,3.9,5.0,212.0,339,0.12,0.01,F,3,40,0,128,10.277,1,2.6573,0.0291,1.095
117,20230917,113838,25.2,3.8,5.2,211.0,314,0.13,0.01,F,3,40,0,128,10.277,2,2.6573,0.0291,1.095
118,20230917,121428,25.3,3.8,5.5,214.0,316,0.13,0.01,F,3,40,0,128,10.277,2,2.6573,0.0291,1.095
119,20230917,123441,25.3,3.9,5.5,212.0,407,0.13,0.01,F,3,40,0,128,10.277,1,2.6573,0.0291,1.095
120,20230917,130325,25.2,4.1,5.1,216.0,293,0.13,0.01,F,3,40,0,128,10.277,1,2.6573,0.0291,1.095
121,20230917,134410,25.2,3.7,5.4,212.0,321,0.13,0.02,F,3,40,0,128,10.277,1,2.6573,0.0291,1.095
122,20230917,141032,25.2,3.8,5.2,218.0,334,0.13,0.02,F,3,40,0,128,10.277,1,2.6573,0.0291,1.095
123,20230917,144119,25.3,3.8,5.4,211.0,339,0.14,0.02,F,3,40,0,128,10.277,1,2.6573,0.0291,1.095
124,20230917,150820,25.3,4.0,5.2,223.0,309,0.14,0.02,F,3,40,0,128,10.277,1,2.6573,0.0291,1.095
125,20230917,154250,25.2,3.7,5.4,211.0,322,0.14,0.02,F,3,40,0,128,10.277,1,2.6573,0.0291,1.095
126,20230917,160246,25.2,3.8,5.4,214.0,334,0.14,0.02,F,3,40,0,128,10.277,1,2.6573,0.0291,1.095
127,20230917,164124,25.1,4.0,5.4,211.0,324,0.14,0.02,F,3,40,0,128,10.277,2,2.6573,0.0291,1.095
128,20230918,91037,25.3,4.0,5.6,226.0,332,0.11,0.01,F,3,40,0,129,10.341,2,4.2917,0.0631,1.47
129,20230918,93258,25.3,3.7,5.6,226.0,321,0.11,0.01,F,3,40,0,129,10.341,2,4.2917,0.0631,1.47
130,20230918,101328,25.4,4.1,5.3,216.0,300,0.12,0.01,F,3,40,0,129,10.341,1,4.2917,0.0631,1.47
131,20230918,103249,25.4,3.7,5.5,223.0,322,0.12,0.01,F,3,40,0,129,10.341,1,4.2917,0.0631,1.47
132,20230918,110533,25.3,3.8,5.1,223.0,329,0.12,0.01,F,3,40,0,129,10.341,2,4.2917,0.0631,1.47
133,20230918,114554,25.3,3.7,5.3,228.0,332,0.13,0.01,F,3,40,0,129,10.341,1,4.2917,0.0631,1.47
134,20230918,121410,25.5,3.9,5.5,225.0,306,0.13,0.01,F,3,40,0,129,10.341,2,4.2917,0.0631,1.47
135,20230918,124214,25.4,3.8,5.6,223.0,397,0.13,0.01,F,3,40,0,129,10.341,1,4.2917,0.0631,1.47
136,20230918,131425,25.6,4.0,5.2,229.0,283,0.13,0.01,F,3,40,0,129,10.341,1,4.2917,0.0631,1.47
137,20230918,133057,25.4,3.6,5.5,223.0,334,0.13,0.02,F,3,40,0,129,10.341,2,4.2917,0.0631,1.47
138,20230918,140030,25.5,3.7,5.6,229.0,324,0.13,0.02,F,3,40,0,129,10.341,1,4.2917,0.0631,1.47
139,20230918,143832,25.4,3.8,5.5,227.0,329,0.14,0.02,F,3,40,0,129,10.341,0,4.2917,0.0631,1.47
140,20230918,150435,25.4,3.9,5.3,234.0,299,0.14,0.02,F,3,40,0,129,10.341,1,4.2917,0.0631,1.47
141,20230918,153054,25.3,3.6,5.5,222.0,312,0.14,0.02,F,3,40,0,129,10.341,0,4.2917,0.0631,1.47
142,20230918,161305,25.3,3.7,5.5,225.0,324,0.14,0.02,F,3,40,0,129,10.341,0,4.2917,0.0631,1.47
143,20230918,163153,25.2,3.9,5.5,222.0,314,0.14,0.02,F,3,40,0,129,10.341,2,4.2917,0.0631,1.47
144,20230919,91003,25.4,4.1,5.7,231.0,332,0.11,0.01,F,3,40,0,130,10.341,2,3.027,0.047,1.553
145,20230919,94041,25.4,3.6,5.8,233.0,326,0.11,0.01,F,3,40,0,130,10.341,2,3.027,0.047,1.553
146,20230919,100318,25.5,4.0,5.4,221.0,332,0.12,0.01,F,3,40,0,130,10.341,2,3.027,0.047,1.553
147,20230919,103706,25.4,3.6,5.6,228.0,332,0.12,0.01,F,3,40,0,130,10.341,2,3.027,0.047,1.553
148,20230919,110005,25.4,3.8,5.4,228.0,334,0.12,0.01,F,3,40,0,130,10.341,0,3.027,0.047,1.553
149,20230919,114402,25.4,3.6,5.4,223.0,339,0.13,0.01,F,3,40,0,130,10.341,2,3.027,0.047,1.553
150,20230919,120825,25.5,3.9,5.6,230.0,311,0.13,0.01,F,3,40,0,130,10.341,1,3.027,0.047,1.553
151,20230919,123718,25.5,3.7,5.5,228.0,332,0.13,0.01,F,3,40,0,130,10.341,1,3.027,0.047,1.553
152,20230919,130806,25.6,3.9,5.3,225.0,335,0.13,0.01,F,3,40,0,130,10.341,1,3.027,0.047,1.553
153,20230919,133125,25.5,4.0,5.6,228.0,339,0.13,0.02,F,3,40,0,130,10.341,1,3.027,0.047,1.553
154,20230919,141148,25.6,3.6,5.6,234.0,329,0.13,0.02,F,3,40,0,130,10.341,2,3.027,0.047,1.553
155,20230919,143542,25.5,4.0,5.6,229.0,334,0.14,0.02,F,3,40,0,130,10.341,2,3.027,0.047,1.553
156,20230919,150042,25.4,4.0,5.5,239.0,336,0.14,0.02,F,3,40,0,130,10.341,2,3.027,0.047,1.553
157,20230919,154313,25.4,3.5,5.8,227.0,338,0.14,0.02,F,3,40,0,130,10.341,1,3.027,0.047,1.553
158,20230919,161141,25.4,3.6,5.6,230.0,329,0.14,0.02,F,3,40,0,130,10.341,1,3.027,0.047,1.553
159,20230919,163211,25.3,3.8,5.6,227.0,319,0.14,0.02,F,3,40,0,130,10.341,0,3.027,0.047,1.553
160,20230920,90701,25.2,4.0,5.6,223.0,341,0.11,0.01,F,3,40,0,131,10.6,1,5.716,0.071,1.242
161,20230920,94530,25.2,3.5,5.7,225.0,335,0.11,0.01,F,3,40,0,131,10.6,1,5.716,0.071,1.242
162,20230920,101109,25.3,3.9,5.8,226.0,341,0.12,0.01,F,3,40,0,131,10.6,2,5.716,0.071,1.242
163,20230920,103328,25.2,3.5,5.5,220.0,338,0.12,0.01,F,3,40,0,131,10.6,1,5.716,0.071,1.242
164,20230920,111546,25.2,3.7,5.3,220.0,343,0.12,0.01,F,3,40,0,131,10.6,1,5.716,0.071,1.242
165,20230920,114503,25.2,3.5,5.5,221.0,336,0.13,0.01,F,3,40,0,131,10.6,1,5.716,0.071,1.242
166,20230920,120422,25.3,3.8,5.5,222.0,320,0.13,0.01,F,3,40,0,131,10.6,1,5.716,0.071,1.242
167,20230920,123341,25.3,3.6,5.4,220.0,341,0.13,0.01,F,3,40,0,131,10.6,1,5.716,0.071,1.242
168,20230920,131116,25.4,3.8,5.2,217.0,344,0.13,0.01,F,3,40,0,131,10.6,2,5.716,0.071,1.242
169,20230920,133707,25.3,3.9,5.4,225.0,337,0.13,0.02,F,3,40,0,131,10.6,2,5.716,0.071,1.242
170,20230920,141108,25.4,3.5,5.5,226.0,338,0.13,0.02,F,3,40,0,131,10.6,2,5.716,0.071,1.242
171,20230920,144017,25.3,3.9,5.5,221.0,343,0.14,0.02,F,3,40,0,131,10.6,2,5.716,0.071,1.242
172,20230920,150823,25.2,3.9,5.4,228.0,335,0.14,0.02,F,3,40,0,131,10.6,1,5.716,0.071,1.242
173,20230920,153550,25.2,3.4,5.6,219.0,347,0.14,0.02,F,3,40,0,131,10.6,1,5.716,0.071,1.242
174,20230920,160455,25.2,3.5,5.5,224.0,339,0.14,0.02,F,3,40,0,131,10.6,1,5.716,0.071,1.242
175,20230920,164249,25.1,3.7,5.6,219.0,328,0.14,0.02,F,3,40,0,131,10.6,1,5.716,0.071,1.242
176,20230921,91208,25.0,4.2,5.2,222.0,330,0.1,0.1,F,3,40,0,132,10.0,1,4.88,0.228,4.672
177,20230921,94457,25.0,4.2,5.2,222.0,354,0.1,0.1,F,3,40,0,132,10.0,2,4.88,0.228,4.672
178,20230921,100115,25.0,4.2,5.4,222.0,352,0.1,0.1,F,3,40,0,132,10.0,2,4.88,0.228,4.672
179,20230921,104203,25.0,4.2,5.2,222.0,351,0.1,0.1,F,3,40,0,132,10.0,2,4.88,0.228,4.672
180,20230921,110043,25.0,4.2,5.5,231.0,349,0.1,0.1,F,3,40,0,132,10.0,2,4.88,0.228,4.672
181,20230921,113251,25.2,4.2,5.4,224.0,357,0.1,0.1,F,3,40,0,132,10.0,2,4.88,0.228,4.672
182,20230921,121228,25.4,3.8,5.2,227.0,348,0.1,0.1,F,3,40,0,132,10.0,2,4.88,0.228,4.672
183,20230921,123733,25.4,4.2,5.2,230.0,354,0.1,0.1,F,3,40,0,132,10.0,2,4.88,0.228,4.672
184,20230921,131531,25.4,4.1,5.4,228.0,349,0.1,0.1,F,3,40,0,132,10.0,2,4.88,0.228,4.672
185,20230921,134247,25.4,4.2,5.2,229.0,361,0.1,0.1,F,3,40,0,132,10.0,2,4.88,0.228,4.672
186,20230921,140119,25.4,4.2,5.7,225.0,344,0.1,0.1,F,3,40,0,132,10.0,2,4.88,0.228,4.672
187,20230921,143355,25.0,4.1,5.5,230.0,352,0.1,0.1,F,3,40,0,132,10.0,1,4.88,0.228,4.672
188,20230921,151442,25.0,4.2,5.4,230.0,350,0.1,0.1,F,3,40,0,132,10.0,1,4.88,0.228,4.672
189,20230921,154453,25.0,4.2,5.2,230.0,347,0.1,0.1,F,3,40,0,132,10.0,1,4.88,0.228,4.672
190,20230921,160704,25.0,4.2,5.8,230.0,348,0.1,0.1,F,3,40,0,132,10.0,1,4.88,0.228,4.672
191,20230921,164342,25.2,4.3,5.2,230.0,349,0.1,0.1,F,3,40,0,132,10.0,1,4.88,0.228,4.672
192,20230922,90453,24.5,4.0,5.0,220.0,320,0.1,0.1,F,3,40,0,133,10.5,2,5.407,0.169,3.126
193,20230922,93010,24.5,4.0,5.0,220.0,320,0.1,0.1,F,3,40,0,133,10.5,2,5.407,0.169,3.126
194,20230922,100439,25.0,4.0,5.4,210.0,320,0.1,0.1,F,3,40,0,133,10.5,2,5.407,0.169,3.126
195,20230922,103946,25.0,4.0,5.0,220.0,320,0.1,0.1,F,3,40,0,133,10.5,2,5.407,0.169,3.126
196,20230922,110243,25.0,4.0,5.2,210.0,320,0.1,0.1,F,3,40,0,133,10.5,2,5.407,0.169,3.126
197,20230922,113252,25.0,4.0,5.2,210.0,330,0.1,0.1,F,3,40,0,133,10.5,1,5.407,0.169,3.126
198,20230922,121440,25.0,3.5,5.2,210.0,320,0.1,0.1,F,3,40,0,133,10.5,1,5.407,0.169,3.126
199,20230922,124006,25.0,3.5,5.2,210.0,330,0.1,0.1,F,3,40,0,133,10.5,1,5.407,0.169,3.126
200,20230922,130727,25.0,3.5,5.2,210.0,330,0.1,0.1,F,3,40,0,133,10.5,2,5.407,0.169,3.126
201,20230922,134240,25.0,3.5,5.2,210.0,330,0.1,0.1,F,3,40,0,133,10.5,2,5.407,0.169,3.126
202,20230922,140416,25.0,3.5,5.2,210.0,330,0.1,0.1,F,3,40,0,133,10.5,2,5.407,0.169,3.126
203,20230922,144306,25.0,4.0,5.0,220.0,330,0.1,0.1,F,3,40,0,133,10.5,1,5.407,0.169,3.126
204,20230922,151254,25.0,4.0,5.0,220.0,330,0.1,0.1,F,3,40,0,133,10.5,1,5.407,0.169,3.126
205,20230922,154457,25.0,4.0,5.0,220.0,320,0.1,0.1,F,3,40,0,133,10.5,2,5.407,0.169,3.126
206,20230922,160709,25.0,4.0,5.2,210.0,320,0.1,0.1,F,3,40,0,133,10.5,1,5.407,0.169,3.126
207,20230922,163047,24.5,4.0,5.0,220.0,320,0.1,0.1,F,3,40,0,133,10.5,2,5.407,0.169,3.126
208,20230923,91446,24.5,4.0,5.0,220.0,320,0.1,0.1,F,3,40,0,134,11.579,1,7.544,0.171,2.267
209,20230923,94157,25.0,4.0,5.0,220.0,320,0.1,0.1,F,3,40,0,134,11.579,1,7.544,0.171,2.267
210,20230923,100058,25.0,4.0,5.0,210.0,320,0.1,0.1,F,3,40,0,134,11.579,2,7.544,0.171,2.267
211,20230923,103451,25.0,4.0,5.0,220.0,320,0.1,0.1,F,3,40,0,134,11.579,2,7.544,0.171,2.267
212,20230923,111029,25.0,4.0,5.0,210.0,320,0.1,0.1,F,3,40,0,134,11.579,2,7.544,0.171,2.267
213,20230923,113629,25.0,4.0,5.2,210.0,330,0.1,0.1,F,3,40,0,134,11.579,1,7.544,0.171,2.267
214,20230923,121409,25.0,3.5,5.2,210.0,320,0.1,0.1,F,3,40,0,134,11.579,2,7.544,0.171,2.267
215,20230923,124418,25.0,3.5,5.2,210.0,330,0.1,0.1,F,3,40,0,134,11.579,2,7.544,0.171,2.267
216,20230923,131303,25.0,3.5,5.2,210.0,330,0.1,0.1,F,3,40,0,134,11.579,2,7.544,0.171,2.267
